kategori,hiragana,katakana,romaji,arti_id,arti_en,tipe,polite,catatan,contoh_jp,contoh_en,contoh_id
ekspresi,めね,ー,mene,mene_id,mene,noun,ー,generated,めねがあります。,There is mene.,Ada mene_id.
waktu,せれまい,ー,seremai,serema_id,serema,adjective,ー,generated,せれまいです。,It is serema.,Itu serema_id.
sifat,ちふつう,ー,chifutsuu,chifutsu_id,chifutsu,verb,chifutsuumasu,generated,ちふつうをします。,I chifutsu.,Saya chifutsu_id.
makanan,ふやへ,ー,fuyahe,fuyahe_id,fuyahe,noun,ー,generated,ふやへがあります。,There is fuyahe.,Ada fuyahe_id.
ekspresi,へてない,ー,hetenai,hetena_id,hetena,adjective,ー,generated,へてないです。,It is hetena.,Itu hetena_id.
alat rumah tangga,たやふせ,ー,tayafuse,tayafuse_id,tayafuse,noun,ー,generated,たやふせがあります。,There is tayafuse.,Ada tayafuse_id.
tumbuhan,ろぬとけゆ,ー,ronutokeyu,ronutokeyu_id,ronutokeyu,noun,ー,generated,ろぬとけゆがあります。,There is ronutokeyu.,Ada ronutokeyu_id.
kata sambung,のこまつ,ー,nokomatsu,nokomatsu_id,nokomatsu,phrase,ー,generated,のこまつがあります。,There is nokomatsu.,Ada nokomatsu_id.
tempat,ぬたさる,ー,nutasaru,nutasa_id,nutasa,verb,nutasarmasu,generated,ぬたさるをします。,I nutasa.,Saya nutasa_id.
pakaian,たかりとた,ー,takaritota,takaritota_id,takaritota,expression,ー,generated,たかりとたがあります。,There is takaritota.,Ada takaritota_id.
ekspresi,なちなちお,ー,nachinachio,nachinachio_id,nachinachio,verb,nachinachiomasu,generated,なちなちおをします。,I nachinachio.,Saya nachinachio_id.
teknologi,まさ,ー,masa,masa_id,masa,noun,ー,generated,まさがあります。,There is masa.,Ada masa_id.
pendidikan,さてやい,ー,sateyai,sateya_id,sateya,adjective,ー,generated,さてやいです。,It is sateya.,Itu sateya_id.
tubuh manusia,むし,ー,mushi,mushi_id,mushi,noun,ー,generated,むしがあります。,There is mushi.,Ada mushi_id.
benda,きえわう,ー,kiewau,kiewa_id,kiewa,verb,kiewaumasu,generated,きえわうをします。,I kiewa.,Saya kiewa_id.
alat,をてす,ー,wotesu,wote_id,wote,verb,wotesumasu,generated,をてすをします。,I wote.,Saya wote_id.
alat,あへとせを,ー,ahetosewo,ahetosewo_id,ahetosewo,noun,ー,generated,あへとせをがあります。,There is ahetosewo.,Ada ahetosewo_id.
ekspresi kasual,そとわひへな,ー,sotowahihena,sotowahihe_id,sotowahihe,adjective,ー,generated,そとわひへなです。,It is sotowahihe.,Itu sotowahihe_id.
kata kerja,えあい,ー,eai,ea_id,ea,adjective,ー,generated,えあいです。,It is ea.,Itu ea_id.
ekspresi kasual,のけあ,ー,nokea,nokea_id,nokea,noun,ー,generated,のけあがあります。,There is nokea.,Ada nokea_id.
kegiatan,ちかめふり,ー,chikamefuri,chikamefuri_id,chikamefuri,noun,ー,generated,ちかめふりがあります。,There is chikamefuri.,Ada chikamefuri_id.
angka,うろら,ー,urora,urora_id,urora,noun,ー,generated,うろらがあります。,There is urora.,Ada urora_id.
frasa umum,やこさみい,ー,yakosamii,yakosami_id,yakosami,adjective,ー,generated,やこさみいです。,It is yakosami.,Itu yakosami_id.
pakaian,んた,ー,nta,nta_id,nta,expression,ー,generated,んたがあります。,There is nta.,Ada nta_id.
belanja,ろゆふき,ー,royufuki,royufuki_id,royufuki,noun,ー,generated,ろゆふきがあります。,There is royufuki.,Ada royufuki_id.
warna,ろふはと,ー,rofuhato,rofuhato_id,rofuhato,noun,ー,generated,ろふはとがあります。,There is rofuhato.,Ada rofuhato_id.
hewan,あな,ー,ana,ana_id,ana,noun,ー,generated,あながあります。,There is ana.,Ada ana_id.
directions,いあのやの,ー,ianoyano,ianoyano_id,ianoyano,noun,ー,generated,いあのやのがあります。,There is ianoyano.,Ada ianoyano_id.
belanja,こん,ー,kon,kon_id,kon,noun,ー,generated,こんがあります。,There is kon.,Ada kon_id.
alat rumah tangga,おくむ,ー,okumu,okumu_id,okumu,noun,ー,generated,おくむがあります。,There is okumu.,Ada okumu_id.
alat,くるよさ,ー,kuruyosa,kuruyosa_id,kuruyosa,expression,ー,generated,くるよさがあります。,There is kuruyosa.,Ada kuruyosa_id.
tumbuhan,もらへ,ー,morahe,morahe_id,morahe,expression,ー,generated,もらへがあります。,There is morahe.,Ada morahe_id.
tempat,えらよい,ー,erayoi,erayo_id,erayo,adjective,ー,generated,えらよいです。,It is erayo.,Itu erayo_id.
kesehatan,よせぬいわ,ー,yosenuiwa,yosenuiwa_id,yosenuiwa,expression,ー,generated,よせぬいわがあります。,There is yosenuiwa.,Ada yosenuiwa_id.
alat rumah tangga,らとよおい,ー,ratoyooi,ratoyooi_id,ratoyooi,adjective,ー,generated,らとよおいです。,It is ratoyooi.,Itu ratoyooi_id.
kesehatan,ふり,ー,furi,furi_id,furi,noun,ー,generated,ふりがあります。,There is furi.,Ada furi_id.
keluarga,ろつも,ー,rotsumo,rotsumo_id,rotsumo,noun,ー,generated,ろつもがあります。,There is rotsumo.,Ada rotsumo_id.
kata kerja bantu,あわよこ,ー,awayoko,awayoko_id,awayoko,verb,awayokomasu,generated,あわよこをします。,I awayoko.,Saya awayoko_id.
tubuh manusia,いまれよ,ー,imareyo,imareyo_id,imareyo,expression,ー,generated,いまれよがあります。,There is imareyo.,Ada imareyo_id.
directions,ぬろ,ー,nuro,nuro_id,nuro,verb,nuromasu,generated,ぬろをします。,I nuro.,Saya nuro_id.
kegiatan,んあん,ー,nan,nan_id,nan,phrase,ー,generated,んあんがあります。,There is nan.,Ada nan_id.
kata sifat i,わゆむさい,ー,wayumusai,wayumusai_id,wayumusai,noun,ー,generated,わゆむさいがあります。,There is wayumusai.,Ada wayumusai_id.
pendidikan,きるそ,ー,kiruso,kiruso_id,kiruso,noun,ー,generated,きるそがあります。,There is kiruso.,Ada kiruso_id.
kata benda abstrak,てふなう,ー,tefunau,tefuna_id,tefuna,verb,tefunaumasu,generated,てふなうをします。,I tefuna.,Saya tefuna_id.
ekspresi formal,あひ,ー,ahi,ahi_id,ahi,verb,ahimasu,generated,あひをします。,I ahi.,Saya ahi_id.
kata kerja,んこんく,ー,nkonku,nkon_id,nkon,verb,nkonkumasu,generated,んこんくをします。,I nkon.,Saya nkon_id.
teknologi,すりま,ー,surima,surima_id,surima,noun,ー,generated,すりまがあります。,There is surima.,Ada surima_id.
emosi,きせあい,ー,kiseai,kisea_id,kisea,adjective,ー,generated,きせあいです。,It is kisea.,Itu kisea_id.
pakaian,けあつ,ー,keatsu,keatsu_id,keatsu,phrase,ー,generated,けあつがあります。,There is keatsu.,Ada keatsu_id.
pekerjaan,なあやおほい,ー,naayaohoi,naayaoho_id,naayaoho,adjective,ー,generated,なあやおほいです。,It is naayaoho.,Itu naayaoho_id.
keluarga,せかの,ー,sekano,sekano_id,sekano,noun,ー,generated,せかのがあります。,There is sekano.,Ada sekano_id.
tempat,むひし,ー,muhishi,muhishi_id,muhishi,phrase,ー,generated,むひしがあります。,There is muhishi.,Ada muhishi_id.
kegiatan,すとねやき,ー,sutoneyaki,sutoneyaki_id,sutoneyaki,noun,ー,generated,すとねやきがあります。,There is sutoneyaki.,Ada sutoneyaki_id.
directions,せはかへな,ー,sehakahena,sehakahena_id,sehakahena,verb,sehakahenamasu,generated,せはかへなをします。,I sehakahena.,Saya sehakahena_id.
darurat,かすをゆつ,ー,kasuwoyutsu,kasuwoyutsu_id,kasuwoyutsu,phrase,ー,generated,かすをゆつがあります。,There is kasuwoyutsu.,Ada kasuwoyutsu_id.
negara,ゆひつせ,ー,yuhitsuse,yuhitsuse_id,yuhitsuse,phrase,ー,generated,ゆひつせがあります。,There is yuhitsuse.,Ada yuhitsuse_id.
alat rumah tangga,ちみほいはす,ー,chimihoihasu,chimihoiha_id,chimihoiha,verb,chimihoihasumasu,generated,ちみほいはすをします。,I chimihoiha.,Saya chimihoiha_id.
budaya,んはたせ,ー,nhatase,nhatase_id,nhatase,noun,ー,generated,んはたせがあります。,There is nhatase.,Ada nhatase_id.
keluarga,をもの,ー,womono,womono_id,womono,noun,ー,generated,をものがあります。,There is womono.,Ada womono_id.
pendidikan,くもわと,ー,kumowato,kumowato_id,kumowato,noun,ー,generated,くもわとがあります。,There is kumowato.,Ada kumowato_id.
kata sifat na,くまほん,ー,kumahon,kumahon_id,kumahon,noun,ー,generated,くまほんがあります。,There is kumahon.,Ada kumahon_id.
minuman,なはるよう,ー,naharuyou,naharuyou_id,naharuyou,noun,ー,generated,なはるようがあります。,There is naharuyou.,Ada naharuyou_id.
warna,けうゆに,ー,keuyuni,keuyuni_id,keuyuni,noun,ー,generated,けうゆにがあります。,There is keuyuni.,Ada keuyuni_id.
hewan,かおい,ー,kaoi,kao_id,kao,adjective,ー,generated,かおいです。,It is kao.,Itu kao_id.
negara,うひたた,ー,uhitata,uhitata_id,uhitata,noun,ー,generated,うひたたがあります。,There is uhitata.,Ada uhitata_id.
kata tanya,かかつえのい,ー,kakatsuenoi,kakatsueno_id,kakatsueno,adjective,ー,generated,かかつえのいです。,It is kakatsueno.,Itu kakatsueno_id.
belanja,なめすをき,ー,namesuwoki,namesuwoki_id,namesuwoki,noun,ー,generated,なめすをきがあります。,There is namesuwoki.,Ada namesuwoki_id.
budaya,まをな,ー,mawona,mawo_id,mawo,adjective,ー,generated,まをなです。,It is mawo.,Itu mawo_id.
kata sifat na,えんそり,ー,ensori,ensori_id,ensori,noun,ー,generated,えんそりがあります。,There is ensori.,Ada ensori_id.
ekspresi formal,いくほゆかい,ー,ikuhoyukai,ikuhoyuka_id,ikuhoyuka,adjective,ー,generated,いくほゆかいです。,It is ikuhoyuka.,Itu ikuhoyuka_id.
musik,ゆやあのす,ー,yuyaanosu,yuyaanosu_id,yuyaanosu,noun,ー,generated,ゆやあのすがあります。,There is yuyaanosu.,Ada yuyaanosu_id.
directions,よへて,ー,yohete,yohete_id,yohete,noun,ー,generated,よへてがあります。,There is yohete.,Ada yohete_id.
alat rumah tangga,ける,ー,keru,keru_id,keru,noun,ー,generated,けるがあります。,There is keru.,Ada keru_id.
kegiatan,をまと,ー,womato,womato_id,womato,expression,ー,generated,をまとがあります。,There is womato.,Ada womato_id.
makanan,ぬてか,ー,nuteka,nuteka_id,nuteka,noun,ー,generated,ぬてかがあります。,There is nuteka.,Ada nuteka_id.
alat,なに,ー,nani,nani_id,nani,verb,nanimasu,generated,なにをします。,I nani.,Saya nani_id.
kata sambung,しとい,ー,shitoi,shito_id,shito,adjective,ー,generated,しといです。,It is shito.,Itu shito_id.
olahraga,むあれほい,ー,muarehoi,muarehoi_id,muarehoi,noun,ー,generated,むあれほいがあります。,There is muarehoi.,Ada muarehoi_id.
hewan,もひす,ー,mohisu,mohisu_id,mohisu,noun,ー,generated,もひすがあります。,There is mohisu.,Ada mohisu_id.
pendidikan,へふまつ,ー,hefumatsu,hefumatsu_id,hefumatsu,phrase,ー,generated,へふまつがあります。,There is hefumatsu.,Ada hefumatsu_id.
alat,ゆなむ,ー,yunamu,yunamu_id,yunamu,verb,yunamumasu,generated,ゆなむをします。,I yunamu.,Saya yunamu_id.
tempat,わたた,ー,watata,watata_id,watata,verb,watatamasu,generated,わたたをします。,I watata.,Saya watata_id.
negara,めんをいる,ー,menwoiru,menwoi_id,menwoi,verb,menwoirmasu,generated,めんをいるをします。,I menwoi.,Saya menwoi_id.
ekspresi,とすひ,ー,tosuhi,tosuhi_id,tosuhi,noun,ー,generated,とすひがあります。,There is tosuhi.,Ada tosuhi_id.
hewan,るえとさしな,ー,ruetosashina,ruetosashi_id,ruetosashi,adjective,ー,generated,るえとさしなです。,It is ruetosashi.,Itu ruetosashi_id.
warna,せゆく,ー,seyuku,seyuku_id,seyuku,noun,ー,generated,せゆくがあります。,There is seyuku.,Ada seyuku_id.
emosi,けもつ,ー,kemotsu,kemotsu_id,kemotsu,noun,ー,generated,けもつがあります。,There is kemotsu.,Ada kemotsu_id.
alat,ゆおせを,ー,yuosewo,yuosewo_id,yuosewo,noun,ー,generated,ゆおせをがあります。,There is yuosewo.,Ada yuosewo_id.
belanja,るほてか,ー,ruhoteka,ruhoteka_id,ruhoteka,expression,ー,generated,るほてかがあります。,There is ruhoteka.,Ada ruhoteka_id.
tubuh manusia,にほあぬら,ー,nihoanura,nihoanura_id,nihoanura,noun,ー,generated,にほあぬらがあります。,There is nihoanura.,Ada nihoanura_id.
kata tanya,まるをいあ,ー,maruwoia,maruwoia_id,maruwoia,verb,maruwoiamasu,generated,まるをいあをします。,I maruwoia.,Saya maruwoia_id.
sifat,むのく,ー,munoku,munoku_id,munoku,noun,ー,generated,むのくがあります。,There is munoku.,Ada munoku_id.
olahraga,えにんぬへ,ー,eninnuhe,eninnuhe_id,eninnuhe,noun,ー,generated,えにんぬへがあります。,There is eninnuhe.,Ada eninnuhe_id.
darurat,へろもとゆい,ー,heromotoyui,heromotoyu_id,heromotoyu,adjective,ー,generated,へろもとゆいです。,It is heromotoyu.,Itu heromotoyu_id.
alat,まえたえそ,ー,maetaeso,maetaeso_id,maetaeso,noun,ー,generated,まえたえそがあります。,There is maetaeso.,Ada maetaeso_id.
benda,んたきつと,ー,ntakitsuto,ntakitsuto_id,ntakitsuto,noun,ー,generated,んたきつとがあります。,There is ntakitsuto.,Ada ntakitsuto_id.
emosi,けれ,ー,kere,kere_id,kere,verb,keremasu,generated,けれをします。,I kere.,Saya kere_id.
kata sifat i,よろま,ー,yoroma,yoroma_id,yoroma,noun,ー,generated,よろまがあります。,There is yoroma.,Ada yoroma_id.
emosi,ねるこをえ,ー,nerukowoe,nerukowoe_id,nerukowoe,noun,ー,generated,ねるこをえがあります。,There is nerukowoe.,Ada nerukowoe_id.
pakaian,ほす,ー,hosu,hosu_id,hosu,expression,ー,generated,ほすがあります。,There is hosu.,Ada hosu_id.
darurat,みをよも,ー,miwoyomo,miwoyomo_id,miwoyomo,noun,ー,generated,みをよもがあります。,There is miwoyomo.,Ada miwoyomo_id.
benda,わきおおか,ー,wakiooka,wakiooka_id,wakiooka,noun,ー,generated,わきおおかがあります。,There is wakiooka.,Ada wakiooka_id.
kata benda abstrak,へをた,ー,hewota,hewota_id,hewota,noun,ー,generated,へをたがあります。,There is hewota.,Ada hewota_id.
waktu,えんわほ,ー,enwaho,enwaho_id,enwaho,expression,ー,generated,えんわほがあります。,There is enwaho.,Ada enwaho_id.
kata serapan,おさみ,ー,osami,osami_id,osami,noun,ー,generated,おさみがあります。,There is osami.,Ada osami_id.
keluarga,わろおふ,ー,waroofu,waroofu_id,waroofu,noun,ー,generated,わろおふがあります。,There is waroofu.,Ada waroofu_id.
teknologi,くくへかう,ー,kukuhekau,kukuheka_id,kukuheka,verb,kukuhekaumasu,generated,くくへかうをします。,I kukuheka.,Saya kukuheka_id.
kata sambung,るそよひ,ー,rusoyohi,rusoyohi_id,rusoyohi,noun,ー,generated,るそよひがあります。,There is rusoyohi.,Ada rusoyohi_id.
ekspresi,しへう,ー,shiheu,shihe_id,shihe,verb,shiheumasu,generated,しへうをします。,I shihe.,Saya shihe_id.
olahraga,あまそい,ー,amasoi,amaso_id,amaso,adjective,ー,generated,あまそいです。,It is amaso.,Itu amaso_id.
darurat,しむれす,ー,shimuresu,shimuresu_id,shimuresu,expression,ー,generated,しむれすがあります。,There is shimuresu.,Ada shimuresu_id.
kata tanya,らまは,ー,ramaha,ramaha_id,ramaha,noun,ー,generated,らまはがあります。,There is ramaha.,Ada ramaha_id.
tubuh manusia,こあせれ,ー,koasere,koasere_id,koasere,noun,ー,generated,こあせれがあります。,There is koasere.,Ada koasere_id.
waktu,とすなああ,ー,tosunaaa,tosunaaa_id,tosunaaa,phrase,ー,generated,とすなああがあります。,There is tosunaaa.,Ada tosunaaa_id.
minuman,のる,ー,noru,noru_id,noru,noun,ー,generated,のるがあります。,There is noru.,Ada noru_id.
sifat,ほふへこも,ー,hofuhekomo,hofuhekomo_id,hofuhekomo,expression,ー,generated,ほふへこもがあります。,There is hofuhekomo.,Ada hofuhekomo_id.
warna,えつな,ー,etsuna,etsu_id,etsu,adjective,ー,generated,えつなです。,It is etsu.,Itu etsu_id.
kata kerja,のいるしく,ー,noirushiku,noirushiku_id,noirushiku,noun,ー,generated,のいるしくがあります。,There is noirushiku.,Ada noirushiku_id.
aktivitas,るへほいぬ,ー,ruhehoinu,ruhehoinu_id,ruhehoinu,noun,ー,generated,るへほいぬがあります。,There is ruhehoinu.,Ada ruhehoinu_id.
directions,とれる,ー,toreru,tore_id,tore,verb,torermasu,generated,とれるをします。,I tore.,Saya tore_id.
minuman,るさをろ,ー,rusaworo,rusaworo_id,rusaworo,noun,ー,generated,るさをろがあります。,There is rusaworo.,Ada rusaworo_id.
teknologi,みぬてなゆい,ー,minutenayui,minutenayu_id,minutenayu,adjective,ー,generated,みぬてなゆいです。,It is minutenayu.,Itu minutenayu_id.
aktivitas,しこおへる,ー,shikooheru,shikoohe_id,shikoohe,verb,shikoohermasu,generated,しこおへるをします。,I shikoohe.,Saya shikoohe_id.
darurat,るや,ー,ruya,ruya_id,ruya,verb,ruyamasu,generated,るやをします。,I ruya.,Saya ruya_id.
transportasi,ひひしわ,ー,hihishiwa,hihishiwa_id,hihishiwa,expression,ー,generated,ひひしわがあります。,There is hihishiwa.,Ada hihishiwa_id.
belanja,ふくひて,ー,fukuhite,fukuhite_id,fukuhite,verb,fukuhitemasu,generated,ふくひてをします。,I fukuhite.,Saya fukuhite_id.
ekspresi kasual,にもおあ,ー,nimooa,nimooa_id,nimooa,noun,ー,generated,にもおあがあります。,There is nimooa.,Ada nimooa_id.
kata sifat na,さはむてち,ー,sahamutechi,sahamutechi_id,sahamutechi,noun,ー,generated,さはむてちがあります。,There is sahamutechi.,Ada sahamutechi_id.
tubuh manusia,んたくい,ー,ntakui,ntakui_id,ntakui,expression,ー,generated,んたくいがあります。,There is ntakui.,Ada ntakui_id.
