kategori,hiragana,katakana,romaji,arti,tipe,catatan
"frase,verbphrase,variasi,variasi",がっこうをする（れい20261）（れい22808）,,gakkou o suru-20261-22808,melakukan sekolah (var-20261) (var-22808),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",みずをよむ（れい20552）（れい22003）（れい24153）（れい26257）（れい26501）,,mizu o yomu-20552-22003-24153-26257-26501,membaca air (var-20552) (var-22003) (var-24153) (var-26257) (var-26501),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",がっこうをきく（れい20019）（れい20631）（れい23220）（れい26815）,,gakkou o kiku-20019-20631-23220-26815,mendengar sekolah (var-20019) (var-20631) (var-23220) (var-26815),phrase,auto-pad
"frase,verbphrase,variasi",がっこうをねます（れい28554）,,gakkou o nemasu-28554,tidur (sopan) sekolah (var-28554),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",あにをおきる（れい20010）（れい20109）（れい20312）（れい20837）（れい21794）,,ani o okiru-20010-20109-20312-20837-21794,bangun kakak laki-laki (saya) (var-20010) (var-20109) (var-20312) (var-20837) (var-21794),phrase,auto-pad
"frase,verbphrase,variasi",つくえをくる（れい24036）,,tsukue o kuru-24036,datang meja (var-24036),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",いぬをあます（れい20407）（れい21486）（れい22291）（れい22504）,,inu o arimasu-20407-21486-22291-22504,ada (benda) (sopan) anjing (var-20407) (var-21486) (var-22291) (var-22504),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi,variasi",あしをあます（れい20042）（れい20720）（れい21394）（れい24315）（れい26644）（れい27911）,,ashi o arimasu-20042-20720-21394-24315-26644-27911,ada (benda) (sopan) kaki (var-20042) (var-20720) (var-21394) (var-24315) (var-26644) (var-27911),phrase,auto-pad
"kata kerja,verb,variasi,variasi",みる（れい22192）（れい22944）,,miru-22192-22944,melihat (var-22192) (var-22944),verb (dictionary),auto-pad
"kata kerja,verb,variasi,variasi,variasi,variasi",いる（れい20041）（れい20116）（れい22471）（れい26330）,,iru-20041-20116-22471-26330,ada (makhluk hidup) (var-20041) (var-20116) (var-22471) (var-26330),verb (dictionary),auto-pad
"frase,verbphrase,variasi",ちちをみる（れい21119）,,chichi o miru-21119,melihat ayah (saya) (var-21119),phrase,auto-pad
"frase,verbphrase,variasi",つくえをたべる（れい24038）,,tsukue o taberu-24038,makan meja (var-24038),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",えいがをねます（れい20708）（れい26767）（れい27827）（れい28927）,,eiga o nemasu-20708-26767-27827-28927,tidur (sopan) film (var-20708) (var-26767) (var-27827) (var-28927),phrase,auto-pad
"frase,verbphrase,variasi,variasi",だいどころをよむ（れい21157）（れい21265）,,daidokoro o yomu-21157-21265,membaca dapur (var-21157) (var-21265),phrase,auto-pad
"frase,verbphrase",みずをきくます,,mizu o kikimasu,mendengar (sopan) air,phrase,
"frase,verbphrase,variasi,variasi,variasi",がっこうをきく（れい20515）（れい20570）（れい21416）,,gakkou o kiku-20515-20570-21416,mendengar sekolah (var-20515) (var-20570) (var-21416),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",パンをおきる（れい20085）（れい21223）（れい22737）,,pan o okiru-20085-21223-22737,bangun roti (var-20085) (var-21223) (var-22737),phrase,auto-pad
"kata kerja,verb,variasi,variasi,variasi,variasi,variasi",きくます（れい20028）（れい21459）（れい22553）（れい24388）（れい28497）,,kikimasu-20028-21459-22553-24388-28497,mendengar (sopan) (var-20028) (var-21459) (var-22553) (var-24388) (var-28497),verb (masu),auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",ごはんをする（れい20130）（れい20169）（れい21219）（れい21263）（れい21577）,,gohan o suru-20130-20169-21219-21263-21577,melakukan nasi (var-20130) (var-20169) (var-21219) (var-21263) (var-21577),phrase,auto-pad
"kata kerja,verb,variasi,variasi,variasi,variasi,variasi",おきる（れい20248）（れい21368）（れい21759）（れい22058）（れい25301）,,okiru-20248-21368-21759-22058-25301,bangun (var-20248) (var-21368) (var-21759) (var-22058) (var-25301),verb (dictionary),auto-pad
"frase,verbphrase",おねえさんをきくます,,oneesan o kikimasu,mendengar (sopan) kakak perempuan (sopan),phrase,
"kata benda,benda,pertanyaan",ねこはどこですか,,neko wa doko desu ka,Di mana kucing?,question,
"frase,verbphrase,variasi",がっこうをおきる（れい20786）,,gakkou o okiru-20786,bangun sekolah (var-20786),phrase,auto-pad
"frase,verbphrase,variasi,variasi",がっこうをおきます（れい20980）（れい22380）,,gakkou o okimasu-20980-22380,bangun (sopan) sekolah (var-20980) (var-22380),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",あにをおきる（れい20010）（れい20109）（れい20312）（れい20405）（れい20903）,,ani o okiru-20010-20109-20312-20405-20903,bangun kakak laki-laki (saya) (var-20010) (var-20109) (var-20312) (var-20405) (var-20903),phrase,auto-pad
"frase,verbphrase",いすをのむ,,isu o nomu,minum kursi,phrase,
"frase,verbphrase,variasi,variasi",おねえさんをくます（れい25735）（れい28782）,,oneesan o kimasu-25735-28782,datang (sopan) kakak perempuan (sopan) (var-25735) (var-28782),phrase,auto-pad
"frase,verbphrase",ははをする,,haha o suru,melakukan ibu (saya),phrase,
"frase,verbphrase,variasi,variasi",ちちをたべます（れい20208）（れい25774）,,chichi o tabemasu-20208-25774,makan (sopan) ayah (saya) (var-20208) (var-25774),phrase,auto-pad
"frase,verbphrase,variasi",コーヒーをのむ（れい20898）,,koohii o nomu-20898,minum kopi (var-20898),phrase,auto-pad
"frase,verbphrase,variasi",いぬをよむます（れい22632）,,inu o yomimasu-22632,membaca (sopan) anjing (var-22632),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",おねえさんをみる（れい22582）（れい24290）（れい27216）,,oneesan o miru-22582-24290-27216,melihat kakak perempuan (sopan) (var-22582) (var-24290) (var-27216),phrase,auto-pad
"frase,verbphrase",スマホをのむます,,sumaho o nomimasu,minum (sopan) smartphone,phrase,
"frase,verbphrase,variasi",えいがをおきます（れい23088）,,eiga o okimasu-23088,bangun (sopan) film (var-23088),phrase,auto-pad
"frase,verbphrase",あたまをかくます,,atama o kakimasu,menulis (sopan) kepala,phrase,
"kata kerja,verb,variasi,variasi,variasi",ねます（れい21485）（れい23844）（れい24272）,,nemasu-21485-23844-24272,tidur (sopan) (var-21485) (var-23844) (var-24272),verb (masu),auto-pad
"frase,verbphrase",でんしゃをすます,,densha o shimasu,melakukan (sopan) kereta,phrase,
"frase,verbphrase",あにをはなすます,,ani o hanasimasu,berbicara (sopan) kakak laki-laki (saya),phrase,
"frase,verbphrase,variasi",えいがをみる（れい20286）,,eiga o miru-20286,melihat film (var-20286),phrase,auto-pad
"frase,verbphrase,variasi",てをよむます（れい26046）,,te o yomimasu-26046,membaca (sopan) tangan (var-26046),phrase,auto-pad
"kata benda,benda,komposit,variasi",だいどころのいす（れい26481）,,daidokoro no isu-26481,dapur dari kursi (var-26481),compound,auto-pad
"frase,verbphrase,variasi,variasi,variasi",がっこうをねる（れい23216）（れい24298）（れい27227）,,gakkou o neru-23216-24298-27227,tidur sekolah (var-23216) (var-24298) (var-27227),phrase,auto-pad
"frase,verbphrase",あしをのむます,,ashi o nomimasu,minum (sopan) kaki,phrase,
"frase,verbphrase,variasi,variasi,variasi",ねこをきく（れい21183）（れい23912）（れい25496）,,neko o kiku-21183-23912-25496,mendengar kucing (var-21183) (var-23912) (var-25496),phrase,auto-pad
"frase,verbphrase,variasi,variasi",でんしゃをいる（れい20056）（れい21550）,,densha o iru-20056-21550,ada (makhluk hidup) kereta (var-20056) (var-21550),phrase,auto-pad
"frase,verbphrase,variasi",ねこをはなすます（れい20780）,,neko o hanasimasu-20780,berbicara (sopan) kucing (var-20780),phrase,auto-pad
"frase,verbphrase,variasi",あにをきくます（れい25663）,,ani o kikimasu-25663,mendengar (sopan) kakak laki-laki (saya) (var-25663),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",へやをかくます（れい20657）（れい20885）（れい26549）（れい28448）（れい28627）,,heya o kakimasu-20657-20885-26549-28448-28627,menulis (sopan) kamar (var-20657) (var-20885) (var-26549) (var-28448) (var-28627),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",みずをみます（れい21291）（れい22343）（れい23162）（れい27449）,,mizu o mimasu-21291-22343-23162-27449,melihat (sopan) air (var-21291) (var-22343) (var-23162) (var-27449),phrase,auto-pad
"frase,verbphrase",あしをすます,,ashi o shimasu,melakukan (sopan) kaki,phrase,
"frase,verbphrase,variasi",スマホをのむます（れい20678）,,sumaho o nomimasu-20678,minum (sopan) smartphone (var-20678),phrase,auto-pad
"frase,verbphrase,variasi,variasi",あにをはなす（れい20810）（れい22511）,,ani o hanasu-20810-22511,berbicara kakak laki-laki (saya) (var-20810) (var-22511),phrase,auto-pad
"kata benda,benda,frase,do,variasi",へやをします（れい21998）,,heya o shimasu-21998,melakukan kamar (var-21998),phrase,auto-pad
"frase,verbphrase,variasi",へやをはなす（れい20616）,,heya o hanasu-20616,berbicara kamar (var-20616),phrase,auto-pad
"frase,verbphrase,variasi,variasi",えいがをねる（れい20585）（れい21376）,,eiga o neru-20585-21376,tidur film (var-20585) (var-21376),phrase,auto-pad
"keluarga,frase,like,variasi,variasi",おかあさんがすきです（れい20350）（れい23680）,,okaasan ga suki desu-20350-23680,suka ibu (sopan) (var-20350) (var-23680),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",ねこをきく（れい21183）（れい23912）（れい25496）（れい28072）,,neko o kiku-21183-23912-25496-28072,mendengar kucing (var-21183) (var-23912) (var-25496) (var-28072),phrase,auto-pad
"frase,verbphrase,variasi,variasi",あしをする（れい22546）（れい26690）,,ashi o suru-22546-26690,melakukan kaki (var-22546) (var-26690),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",ねこをあます（れい20132）（れい22662）（れい22873）（れい23473）,,neko o arimasu-20132-22662-22873-23473,ada (benda) (sopan) kucing (var-20132) (var-22662) (var-22873) (var-23473),phrase,auto-pad
"frase,verbphrase,variasi,variasi",じてんしゃをくます（れい20145）（れい20245）,,jitensha o kimasu-20145-20245,datang (sopan) sepeda (var-20145) (var-20245),phrase,auto-pad
"kata benda,benda,frase,do,variasi,variasi",くるまをします（れい21468）（れい27008）,,kuruma o shimasu-21468-27008,melakukan mobil (var-21468) (var-27008),phrase,auto-pad
"frase,verbphrase",あしをねる,,ashi o neru,tidur kaki,phrase,
"frase,verbphrase,variasi,variasi,variasi",ごはんをいくます（れい20914）（れい21799）（れい25374）,,gohan o ikimasu-20914-21799-25374,pergi (sopan) nasi (var-20914) (var-21799) (var-25374),phrase,auto-pad
"frase,verbphrase,variasi",ねこをはなす（れい20035）,,neko o hanasu-20035,berbicara kucing (var-20035),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",がっこうをきく（れい20019）（れい20631）（れい23220）（れい24352）（れい26376）,,gakkou o kiku-20019-20631-23220-24352-26376,mendengar sekolah (var-20019) (var-20631) (var-23220) (var-24352) (var-26376),phrase,auto-pad
"kata benda,benda,frase,like",パンがすきです,,pan ga suki desu,suka roti,phrase,
"frase,verbphrase,variasi,variasi,variasi,variasi",スマホをいます（れい20413）（れい21178）（れい24374）（れい25235）,,sumaho o imasu-20413-21178-24374-25235,ada (makhluk hidup) (sopan) smartphone (var-20413) (var-21178) (var-24374) (var-25235),phrase,auto-pad
"kata benda,benda,frase,like,variasi,variasi",へやがすきです（れい21047）（れい27851）,,heya ga suki desu-21047-27851,suka kamar (var-21047) (var-27851),phrase,auto-pad
"frase,verbphrase,variasi,variasi",あにをはなす（れい22538）（れい25772）,,ani o hanasu-22538-25772,berbicara kakak laki-laki (saya) (var-22538) (var-25772),phrase,auto-pad
"angka,variasi,variasi,variasi",じゅう（れい20713）（れい26397）（れい28436）,,juu-20713-26397-28436,sepuluh (var-20713) (var-26397) (var-28436),number,auto-pad
"kata kerja,verb,variasi,variasi,variasi",くます（れい20157）（れい22021）（れい23591）,,kimasu-20157-22021-23591,datang (sopan) (var-20157) (var-22021) (var-23591),verb (masu),auto-pad
"kata benda,benda,pertanyaan,variasi,variasi",バスはどこですか（れい24007）（れい28259）,,basu wa doko desu ka-24007-28259,Di mana bus? (var-24007) (var-28259),question,auto-pad
"frase,verbphrase,variasi,variasi",おんがくをいます（れい23262）（れい24441）,,ongaku o imasu-23262-24441,ada (makhluk hidup) (sopan) musik (var-23262) (var-24441),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",てをあます（れい20091）（れい20397）（れい20518）,,te o arimasu-20091-20397-20518,ada (benda) (sopan) tangan (var-20091) (var-20397) (var-20518),phrase,auto-pad
"frase,verbphrase,variasi,variasi",いすをおきる（れい20952）（れい23948）,,isu o okiru-20952-23948,bangun kursi (var-20952) (var-23948),phrase,auto-pad
"frase,verbphrase",だいどころをたべる,,daidokoro o taberu,makan dapur,phrase,
"frase,verbphrase,variasi",へやをかく（れい22133）,,heya o kaku-22133,menulis kamar (var-22133),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",へやをくる（れい20455）（れい20510）（れい24142）,,heya o kuru-20455-20510-24142,datang kamar (var-20455) (var-20510) (var-24142),phrase,auto-pad
"frase,verbphrase,variasi",ははをのむ（れい21136）,,haha o nomu-21136,minum ibu (saya) (var-21136),phrase,auto-pad
"frase,verbphrase,variasi,variasi",おんがくをのむ（れい21894）（れい25981）,,ongaku o nomu-21894-25981,minum musik (var-21894) (var-25981),phrase,auto-pad
"frase,verbphrase,variasi",コーヒーをいる（れい20959）,,koohii o iru-20959,ada (makhluk hidup) kopi (var-20959),phrase,auto-pad
"frase,verbphrase,variasi,variasi",スマホをねます（れい21425）（れい23671）,,sumaho o nemasu-21425-23671,tidur (sopan) smartphone (var-21425) (var-23671),phrase,auto-pad
"kata kerja,verb,variasi,variasi,variasi",たべる（れい22811）（れい24118）（れい27168）,,taberu-22811-24118-27168,makan (var-22811) (var-24118) (var-27168),verb (dictionary),auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",スマホをのむます（れい20962）（れい21037）（れい23523）（れい23793）（れい26593）,,sumaho o nomimasu-20962-21037-23523-23793-26593,minum (sopan) smartphone (var-20962) (var-21037) (var-23523) (var-23793) (var-26593),phrase,auto-pad
"keluarga,frase,do,variasi,variasi,variasi,variasi",いもうとをします（れい20403）（れい20487）（れい25358）（れい27824）,,imouto o shimasu-20403-20487-25358-27824,melakukan adik perempuan (var-20403) (var-20487) (var-25358) (var-27824),phrase,auto-pad
