kategori,jepang,romaji,arti,tipe,catatan
sekolah,せんせい（れい5012）（れい7916）（れい1651）（れい1257）（れい5950）,sensei-5012-7916-1651-1257-5950,guru (var-5012) (var-7916) (var-1651) (var-1257) (var-5950),kata benda,auto-var
keluarga,おとうさん（れい2679）（れい1828）（れい7868）（れい5930）（れい7684）,otousan-2679-1828-7868-5930-7684,ayah (sopan) (var-2679) (var-1828) (var-7868) (var-5930) (var-7684),kata benda,auto-var
keluarga,ちち（れい9179）（れい6464）（れい2832）（れい3207）,chichi-9179-6464-2832-3207,ayah (saya) (var-9179) (var-6464) (var-2832) (var-3207),kata benda,auto-var
frase,たべますがすきです（れい1158）（れい1320）（れい8135）（れい9226）,tabemasu ga suki desu-1158-1320-8135-9226,Saya suka makan (sopan) (var-1158) (var-1320) (var-8135) (var-9226),frase,auto-var
frase,たべますがすきです（れい1158）（れい9626）（れい9835）（れい5979）（れい8848）,tabemasu ga suki desu-1158-9626-9835-5979-8848,Saya suka makan (sopan) (var-1158) (var-9626) (var-9835) (var-5979) (var-8848),frase,auto-var
kata kerja,たべます（れい1035）（れい4269）（れい1096）（れい6654）（れい2697）（れい6771）,tabemasu-1035-4269-1096-6654-2697-6771,makan (sopan) (var-1035) (var-4269) (var-1096) (var-6654) (var-2697) (var-6771),kata kerja (masu),auto-var
frase,いえにいきます（れい7912）（れい7267）（れい6023）,ie ni ikimasu-7912-7267-6023,Pergi ke rumah (var-7912) (var-7267) (var-6023),frase,auto-var
keluarga,おとうさん（れい2679）（れい8651）（れい9288）（れい6967）（れい5526）（れい3938）,otousan-2679-8651-9288-6967-5526-3938,ayah (sopan) (var-2679) (var-8651) (var-9288) (var-6967) (var-5526) (var-3938),kata benda,auto-var
sekolah,せんせい（れい5012）（れい8359）（れい5557）（れい6183）（れい6067）（れい2041）（れい8674）,sensei-5012-8359-5557-6183-6067-2041-8674,guru (var-5012) (var-8359) (var-5557) (var-6183) (var-6067) (var-2041) (var-8674),kata benda,auto-var
keluarga,ちち（れい6514）（れい6147）,chichi-6514-6147,ayah (saya) (var-6514) (var-6147),kata benda,auto-var
angka,に（れい3927）（れい7735）（れい5161）（れい3421）,ni-3927-7735-5161-3421,dua (var-3927) (var-7735) (var-5161) (var-3421),angka,auto-var
frase,えいががすきです（れい2489）（れい4258）（れい8894）（れい5986）（れい3295）（れい1280）（れい2600）（れい8096）（れい6068）,eiga ga suki desu-2489-4258-8894-5986-3295-1280-2600-8096-6068,Saya suka film (var-2489) (var-4258) (var-8894) (var-5986) (var-3295) (var-1280) (var-2600) (var-8096) (var-6068),frase,auto-var
keluarga,おとうさん（れい1488）（れい6635）（れい8461）（れい9890）（れい9617）（れい2904）,otousan-1488-6635-8461-9890-9617-2904,ayah (sopan) (var-1488) (var-6635) (var-8461) (var-9890) (var-9617) (var-2904),kata benda,auto-var
angka,に（れい3504）（れい3103）（れい3705）（れい8179）（れい1618）,ni-3504-3103-3705-8179-1618,dua (var-3504) (var-3103) (var-3705) (var-8179) (var-1618),angka,auto-var
frase,ほんにいきます（れい3664）（れい9689）（れい4923）（れい2588）（れい4006）（れい7209）（れい1727）（れい8244）（れい1400）（れい8412）（れい8591）,hon ni ikimasu-3664-9689-4923-2588-4006-7209-1727-8244-1400-8412-8591,Pergi ke buku (var-3664) (var-9689) (var-4923) (var-2588) (var-4006) (var-7209) (var-1727) (var-8244) (var-1400) (var-8412) (var-8591),frase,auto-var
frase,いえにいきます（れい7912）（れい3662）（れい5336）,ie ni ikimasu-7912-3662-5336,Pergi ke rumah (var-7912) (var-3662) (var-5336),frase,auto-var
frase,にをみます（れい6574）（れい4752）（れい2040）（れい8177）（れい3296）（れい9099）（れい7274）（れい8105）,ni o mimasu-6574-4752-2040-8177-3296-9099-7274-8105,Menonton dua (var-6574) (var-4752) (var-2040) (var-8177) (var-3296) (var-9099) (var-7274) (var-8105),frase,auto-var
keluarga,おとうさん（れい1488）（れい6635）（れい8461）（れい3267）（れい6688）（れい1154）,otousan-1488-6635-8461-3267-6688-1154,ayah (sopan) (var-1488) (var-6635) (var-8461) (var-3267) (var-6688) (var-1154),kata benda,auto-var
frase,いえにいきます（れい7924）（れい6820）（れい3340）（れい4501）（れい5334）（れい7112）（れい7866）（れい5920）,ie ni ikimasu-7924-6820-3340-4501-5334-7112-7866-5920,Pergi ke rumah (var-7924) (var-6820) (var-3340) (var-4501) (var-5334) (var-7112) (var-7866) (var-5920),frase,auto-var
keluarga,おとうさん（れい2679）（れい5339）（れい1406）（れい4361）,otousan-2679-5339-1406-4361,ayah (sopan) (var-2679) (var-5339) (var-1406) (var-4361),kata benda,auto-var
hobi,えいが（れい7118）（れい4770）（れい3584）（れい7594）（れい1588）（れい1742）,eiga-7118-4770-3584-7594-1588-1742,film (var-7118) (var-4770) (var-3584) (var-7594) (var-1588) (var-1742),kata benda,auto-var
keluarga,おとうさん（れい2679）（れい6155）,otousan-2679-6155,ayah (sopan) (var-2679) (var-6155),kata benda,auto-var
keluarga,ちち（れい4450）（れい2695）（れい3541）（れい2956）（れい3577）,chichi-4450-2695-3541-2956-3577,ayah (saya) (var-4450) (var-2695) (var-3541) (var-2956) (var-3577),kata benda,auto-var
keluarga,ちち（れい6514）（れい3045）（れい1823）（れい6446）,chichi-6514-3045-1823-6446,ayah (saya) (var-6514) (var-3045) (var-1823) (var-6446),kata benda,auto-var
frase,いちにいきます,ichi ni ikimasu,Pergi ke satu,frase,
sekolah,がっこう（れい3286）（れい5915）（れい1058）（れい8251）（れい4271）,gakkou-3286-5915-1058-8251-4271,sekolah (var-3286) (var-5915) (var-1058) (var-8251) (var-4271),kata benda,auto-var
angka,に（れい7216）（れい4456）（れい9317）（れい7537）（れい7592）（れい9098）（れい4765）,ni-7216-4456-9317-7537-7592-9098-4765,dua (var-7216) (var-4456) (var-9317) (var-7537) (var-7592) (var-9098) (var-4765),angka,auto-var
frase,いえにいきます（れい5374）（れい8579）（れい7615）（れい4978）（れい8569）（れい8412）（れい4825）,ie ni ikimasu-5374-8579-7615-4978-8569-8412-4825,Pergi ke rumah (var-5374) (var-8579) (var-7615) (var-4978) (var-8569) (var-8412) (var-4825),frase,auto-var
frase,にをみます（れい6574）（れい2958）（れい6150）（れい6411）（れい6818）,ni o mimasu-6574-2958-6150-6411-6818,Menonton dua (var-6574) (var-2958) (var-6150) (var-6411) (var-6818),frase,auto-var
angka,に（れい3504）（れい3103）（れい2753）（れい8385）（れい8406）,ni-3504-3103-2753-8385-8406,dua (var-3504) (var-3103) (var-2753) (var-8385) (var-8406),angka,auto-var
sekolah,がっこう（れい7691）（れい2746）,gakkou-7691-2746,sekolah (var-7691) (var-2746),kata benda,auto-var
angka,に（れい3504）（れい1534）（れい6772）（れい8222）（れい9882）（れい8908）,ni-3504-1534-6772-8222-9882-8908,dua (var-3504) (var-1534) (var-6772) (var-8222) (var-9882) (var-8908),angka,auto-var
frase,いえにいきます（れい1319）（れい9238）（れい4164）（れい2013）,ie ni ikimasu-1319-9238-4164-2013,Pergi ke rumah (var-1319) (var-9238) (var-4164) (var-2013),frase,auto-var
frase,いえにいきます（れい5374）（れい3773）,ie ni ikimasu-5374-3773,Pergi ke rumah (var-5374) (var-3773),frase,auto-var
keluarga,おとうさん（れい2679）（れい8651）（れい9288）（れい6967）（れい6280）（れい1986）（れい7713）,otousan-2679-8651-9288-6967-6280-1986-7713,ayah (sopan) (var-2679) (var-8651) (var-9288) (var-6967) (var-6280) (var-1986) (var-7713),kata benda,auto-var
keluarga,おとうさん（れい2679）（れい8651）（れい9288）（れい6967）（れい1151）,otousan-2679-8651-9288-6967-1151,ayah (sopan) (var-2679) (var-8651) (var-9288) (var-6967) (var-1151),kata benda,auto-var
frase,いえにいきます（れい5374）（れい6107）（れい3444）（れい7523）（れい8414）,ie ni ikimasu-5374-6107-3444-7523-8414,Pergi ke rumah (var-5374) (var-6107) (var-3444) (var-7523) (var-8414),frase,auto-var
frase,いえにいきます（れい5374）（れい8579）（れい3503）（れい2204）（れい5501）,ie ni ikimasu-5374-8579-3503-2204-5501,Pergi ke rumah (var-5374) (var-8579) (var-3503) (var-2204) (var-5501),frase,auto-var
kata sifat,たのしい（れい2424）（れい3646）（れい7396）（れい3088）（れい2768）（れい5888）,tanoshii-2424-3646-7396-3088-2768-5888,menyenangkan (var-2424) (var-3646) (var-7396) (var-3088) (var-2768) (var-5888),kata sifat,auto-var
frase,ほんにいきます（れい4681）（れい8886）（れい1722）（れい7544）,hon ni ikimasu-4681-8886-1722-7544,Pergi ke buku (var-4681) (var-8886) (var-1722) (var-7544),frase,auto-var
frase,せんせいをみます（れい1409）（れい5272）（れい7180）（れい8147）（れい9806）（れい9762）（れい6706）,sensei o mimasu-1409-5272-7180-8147-9806-9762-6706,Menonton guru (var-1409) (var-5272) (var-7180) (var-8147) (var-9806) (var-9762) (var-6706),frase,auto-var
perkenalan,こんにちは（れい4257）（れい5386）（れい3504）（れい4613）（れい3068）（れい5380）,konnichiwa-4257-5386-3504-4613-3068-5380,halo (var-4257) (var-5386) (var-3504) (var-4613) (var-3068) (var-5380),ungkapan,auto-var
kata kerja,たべる（れい9165）（れい8673）（れい6736）（れい7510）,taberu-9165-8673-6736-7510,makan (var-9165) (var-8673) (var-6736) (var-7510),kata kerja,auto-var
frase,にをみます（れい6574）（れい4752）（れい2040）（れい8177）（れい8724）（れい7029）（れい4397）,ni o mimasu-6574-4752-2040-8177-8724-7029-4397,Menonton dua (var-6574) (var-4752) (var-2040) (var-8177) (var-8724) (var-7029) (var-4397),frase,auto-var
keluarga,ちち（れい8487）（れい4387）,chichi-8487-4387,ayah (saya) (var-8487) (var-4387),kata benda,auto-var
sekolah,せんせい（れい5012）（れい8359）（れい9914）（れい1828）（れい6038）（れい3821）（れい6876）,sensei-5012-8359-9914-1828-6038-3821-6876,guru (var-5012) (var-8359) (var-9914) (var-1828) (var-6038) (var-3821) (var-6876),kata benda,auto-var
benda,ほん（れい3532）,hon-3532,buku (var-3532),kata benda,auto-var
frase,たのしいをします（れい4611）（れい3060）（れい6111）（れい3815）,tanoshii o shimasu-4611-3060-6111-3815,Melakukan menyenangkan (var-4611) (var-3060) (var-6111) (var-3815),frase,auto-var
sekolah,せんせい（れい8606）,sensei-8606,guru (var-8606),kata benda,auto-var
frase,いえにいきます（れい7912）（れい8800）,ie ni ikimasu-7912-8800,Pergi ke rumah (var-7912) (var-8800),frase,auto-var
frase,いえにいきます（れい5374）（れい8579）（れい7615）（れい2697）（れい2889）（れい7797）（れい9691）（れい2234）（れい6533）（れい5247）,ie ni ikimasu-5374-8579-7615-2697-2889-7797-9691-2234-6533-5247,Pergi ke rumah (var-5374) (var-8579) (var-7615) (var-2697) (var-2889) (var-7797) (var-9691) (var-2234) (var-6533) (var-5247),frase,auto-var
frase,せんせいをみます（れい4657）（れい6881）（れい1188）（れい9031）,sensei o mimasu-4657-6881-1188-9031,Menonton guru (var-4657) (var-6881) (var-1188) (var-9031),frase,auto-var
keluarga,おとうさん（れい2679）（れい1828）（れい7868）（れい5930）（れい7684）（れい1689）（れい7434）,otousan-2679-1828-7868-5930-7684-1689-7434,ayah (sopan) (var-2679) (var-1828) (var-7868) (var-5930) (var-7684) (var-1689) (var-7434),kata benda,auto-var
hobi,えいが（れい4582）（れい1711）（れい9234）,eiga-4582-1711-9234,film (var-4582) (var-1711) (var-9234),kata benda,auto-var
frase,いえにいきます（れい5040）（れい3749）（れい9810）,ie ni ikimasu-5040-3749-9810,Pergi ke rumah (var-5040) (var-3749) (var-9810),frase,auto-var
kata sifat,たのしい（れい2424）（れい3646）（れい7396）（れい9821）（れい6990）,tanoshii-2424-3646-7396-9821-6990,menyenangkan (var-2424) (var-3646) (var-7396) (var-9821) (var-6990),kata sifat,auto-var
keluarga,おとうさん（れい2679）（れい1828）（れい7868）（れい4531）（れい6194）（れい7906）,otousan-2679-1828-7868-4531-6194-7906,ayah (sopan) (var-2679) (var-1828) (var-7868) (var-4531) (var-6194) (var-7906),kata benda,auto-var
frase,いちにいきます（れい5451）（れい7132）（れい2640）,ichi ni ikimasu-5451-7132-2640,Pergi ke satu (var-5451) (var-7132) (var-2640),frase,auto-var
hobi,えいが（れい7118）（れい1822）（れい5941）（れい2940）（れい9167）（れい7333）,eiga-7118-1822-5941-2940-9167-7333,film (var-7118) (var-1822) (var-5941) (var-2940) (var-9167) (var-7333),kata benda,auto-var
keluarga,おとうさん（れい1488）（れい6635）（れい8461）（れい3267）（れい6688）（れい2684）（れい7806）（れい1721）,otousan-1488-6635-8461-3267-6688-2684-7806-1721,ayah (sopan) (var-1488) (var-6635) (var-8461) (var-3267) (var-6688) (var-2684) (var-7806) (var-1721),kata benda,auto-var
frase,いちにいきます（れい6198）,ichi ni ikimasu-6198,Pergi ke satu (var-6198),frase,auto-var
hobi,えいが（れい7118）（れい4770）（れい4872）（れい3324）,eiga-7118-4770-4872-3324,film (var-7118) (var-4770) (var-4872) (var-3324),kata benda,auto-var
keluarga,おとうさん（れい1488）（れい3615）（れい7498）（れい5136）（れい1845）（れい2467）,otousan-1488-3615-7498-5136-1845-2467,ayah (sopan) (var-1488) (var-3615) (var-7498) (var-5136) (var-1845) (var-2467),kata benda,auto-var
frase,ありがとうございますをみます（れい5956）（れい3881）,arigatou gozaimasu o mimasu-5956-3881,Menonton terima kasih (sopan) (var-5956) (var-3881),frase,auto-var
hobi,えいが（れい4582）（れい1711）（れい3266）（れい6753）（れい2292）（れい4228）,eiga-4582-1711-3266-6753-2292-4228,film (var-4582) (var-1711) (var-3266) (var-6753) (var-2292) (var-4228),kata benda,auto-var
frase,たべるをみます（れい9751）（れい8749）（れい8777）（れい6582）,taberu o mimasu-9751-8749-8777-6582,Menonton makan (var-9751) (var-8749) (var-8777) (var-6582),frase,auto-var
frase,ほんにいきます（れい4681）（れい8886）（れい8478）（れい2341）（れい2965）,hon ni ikimasu-4681-8886-8478-2341-2965,Pergi ke buku (var-4681) (var-8886) (var-8478) (var-2341) (var-2965),frase,auto-var
kata sifat,たのしい（れい2424）（れい1520）（れい5552）（れい2584）（れい9201）（れい1672）（れい6062）（れい1616）,tanoshii-2424-1520-5552-2584-9201-1672-6062-1616,menyenangkan (var-2424) (var-1520) (var-5552) (var-2584) (var-9201) (var-1672) (var-6062) (var-1616),kata sifat,auto-var
angka,に（れい7216）（れい4456）（れい9830）（れい4502）（れい8007）（れい2269）（れい8404）（れい3147）,ni-7216-4456-9830-4502-8007-2269-8404-3147,dua (var-7216) (var-4456) (var-9830) (var-4502) (var-8007) (var-2269) (var-8404) (var-3147),angka,auto-var
frase,ほんにいきます（れい3664）（れい5304）（れい6930）（れい5371）（れい2419）（れい3538）（れい9756）（れい6761）,hon ni ikimasu-3664-5304-6930-5371-2419-3538-9756-6761,Pergi ke buku (var-3664) (var-5304) (var-6930) (var-5371) (var-2419) (var-3538) (var-9756) (var-6761),frase,auto-var
perkenalan,はじめまして（れい7224）（れい6507）（れい6295）,hajimemashite-7224-6507-6295,senang bertemu denganmu (var-7224) (var-6507) (var-6295),ungkapan,auto-var
